No," TERBITAN DAN PENGELOLA	", ID, REGISTRASI, BERKAS, VERIFIKASI, PEMBAYARAN, SK ISSN, NO.ISSN 
53,"<a style=""TEXT-DECORATION:NONE"" href=""perpustakaan.cgi?lihatissn&ampwagi004&amp1148516627&amp1036008011&amp2019&amp3&amp1570696012&amp&amp&amp1570897107"" onmouseover=""window.status=''return true"">Jurnal Ilmu Ilmiah Administrasi </a> (Universitas Islam Syekh-Yusuf)",1570696012,  10/10/19  ,  Uncheck  ,  Uncheck  ,  Uncheck  ,  Uncheck  ,  Uncheck  
54,"<a style=""TEXT-DECORATION:NONE"" href=""perpustakaan.cgi?lihatissn&ampwagi004&amp1148516627&amp1036008011&amp2019&amp3&amp1570693576&amp&amp&amp1570897107"" onmouseover=""window.status=''return true"">MESA</a> (Fakultas Teknik Universitas Subang)",1570693576,  10/10/19  ,  Check  ,  Uncheck  ,  Uncheck  ,  Uncheck  ,  Uncheck  
55,"<a style=""TEXT-DECORATION:NONE"" href=""perpustakaan.cgi?lihatissn&ampwagi004&amp1148516627&amp1036008011&amp2019&amp3&amp1570690684&amp&amp&amp1570897107"" onmouseover=""window.status=''return true"">OMPO Journal Research of Management And Business (OMJRAMBI) </a> (Sekolah Tinggi Ilmu Ekonomi (STIE)  Indonesia Makassar)",1570690684,  10/10/19  ,  Uncheck  ,  Uncheck  ,  Uncheck  ,  Uncheck  ,  Uncheck  
56,"<a style=""TEXT-DECORATION:NONE"" href=""perpustakaan.cgi?lihatissn&ampwagi004&amp1148516627&amp1036008011&amp2019&amp3&amp1570690237&amp&amp&amp1570897107"" onmouseover=""window.status=''return true"">IT (Informatic Technique) Journal </a> (Universitas Potensi Utama)",1570690237,  10/10/19  ,  Check  ,  Uncheck  ,  Uncheck  ,  Uncheck  ,  Uncheck  
57,"<a style=""TEXT-DECORATION:NONE"" href=""perpustakaan.cgi?lihatissn&ampwagi004&amp1148516627&amp1036008011&amp2019&amp3&amp1570689405&amp&amp&amp1570897107"" onmouseover=""window.status=''return true"">Jurnal Keluarga BERUGA KENCANA Perwakilan BKKBN Provinsi NTB</a> (Perwakilan BKKBN Provinsi NTB)",1570689405,  10/10/19  ,  Uncheck  ,  Uncheck  ,  Uncheck  ,  Uncheck  ,  Uncheck  
58,"<a style=""TEXT-DECORATION:NONE"" href=""perpustakaan.cgi?lihatissn&ampwagi004&amp1148516627&amp1036008011&amp2019&amp3&amp1570686534&amp&amp&amp1570897107"" onmouseover=""window.status=''return true"">INDONESIAN MINING PROFESSIONALS JOURNAL</a> (PERHAPI)",1570686534,  10/10/19  ,  Check  ,  Uncheck  ,  Uncheck  ,  Uncheck  ,  Uncheck  
59,"<a style=""TEXT-DECORATION:NONE"" href=""perpustakaan.cgi?lihatissn&ampwagi004&amp1148516627&amp1036008011&amp2019&amp3&amp1570684846&amp&amp&amp1570897107"" onmouseover=""window.status=''return true"">Expert : Jurnal Sistem Informasi </a> (Pusat Studi Teknologi Informasi  fakultas Ilmu Komputer  Universitas Bandar Lampung)",1570684846,  10/10/19  ,  Uncheck  ,  Uncheck  ,  Uncheck  ,  Uncheck  ,  Uncheck  
60,"<a style=""TEXT-DECORATION:NONE"" href=""perpustakaan.cgi?lihatissn&ampwagi004&amp1148516627&amp1036008011&amp2019&amp3&amp1570684149&amp&amp&amp1570897107"" onmouseover=""window.status=''return true"">SCHOLASTICA</a> (LP3M STITNU Al Hikmah Mojokerto)",1570684149,  10/10/19  ,  Check  ,  Uncheck  ,  Uncheck  ,  Uncheck  ,  Uncheck  
61,"<a style=""TEXT-DECORATION:NONE"" href=""perpustakaan.cgi?lihatissn&ampwagi004&amp1148516627&amp1036008011&amp2019&amp3&amp1570683283&amp&amp&amp1570897107"" onmouseover=""window.status=''return true"">Jurnal Power in International Relations (PIR)</a> (LPPM Universitas Potensi Utama )",1570683283,  10/10/19  ,  Check  ,  Uncheck  ,  Uncheck  ,  Uncheck  ,  Uncheck  
62,"<a style=""TEXT-DECORATION:NONE"" href=""perpustakaan.cgi?lihatissn&ampwagi004&amp1148516627&amp1036008011&amp2019&amp3&amp1570681537&amp&amp&amp1570897107"" onmouseover=""window.status=''return true"">Refleksi</a> (Fakultas Ushuluddin UIN Syarif Hidayatullah Jakarta)",1570681537,  10/10/19  ,  Uncheck  ,  Uncheck  ,  Uncheck  ,  Uncheck  ,  Uncheck  
63,"<a style=""TEXT-DECORATION:NONE"" href=""perpustakaan.cgi?lihatissn&ampwagi004&amp1148516627&amp1036008011&amp2019&amp3&amp1570681405&amp&amp&amp1570897107"" onmouseover=""window.status=''return true"">Jurnal Abdimas Berdaya : Jurnal Pembelajaran  Pemberdayaan dan Pengabdian Masyarakat</a> (Litbang Pemas Universitas Islam Lamongan )",1570681405,  10/10/19  ,  Uncheck  ,  Uncheck  ,  Uncheck  ,  Uncheck  ,  Uncheck  
64,"<a style=""TEXT-DECORATION:NONE"" href=""perpustakaan.cgi?lihatissn&ampwagi004&amp1148516627&amp1036008011&amp2019&amp3&amp1570680455&amp&amp&amp1570897107"" onmouseover=""window.status=''return true"">Jurnal Tugas Akhir Teknik Kimia</a> (Program Studi Teknik Kimia Fakultas Teknik Universitas Lambung Mangkurat)",1570680455,  10/10/19  ,  Uncheck  ,  Uncheck  ,  Uncheck  ,  Uncheck  ,  Uncheck  
65,"<a style=""TEXT-DECORATION:NONE"" href=""perpustakaan.cgi?lihatissn&ampwagi004&amp1148516627&amp1036008011&amp2019&amp3&amp1570679815&amp&amp&amp1570897107"" onmouseover=""window.status=''return true"">Statistik Kesejahteraan Rakyat Kabupaten Tana Tidung</a> (Badan Pusat Statistik Kabupaten Tana Tidung)",1570679815,  10/10/19  ,  Check  ,  Uncheck  ,  Uncheck  ,  Uncheck  ,  Uncheck  
66,"<a style=""TEXT-DECORATION:NONE"" href=""perpustakaan.cgi?lihatissn&ampwagi004&amp1148516627&amp1036008011&amp2019&amp3&amp1570679449&amp&amp&amp1570897107"" onmouseover=""window.status=''return true"">Kecamatan Tana Lia Dalam Angka</a> (Badan Pusat Statistik Kabupaten Tana Tidung)",1570679449,  10/10/19  ,  Check  ,  Uncheck  ,  Uncheck  ,  Uncheck  ,  Uncheck  
67,"<a style=""TEXT-DECORATION:NONE"" href=""perpustakaan.cgi?lihatissn&ampwagi004&amp1148516627&amp1036008011&amp2019&amp3&amp1570679035&amp&amp&amp1570897107"" onmouseover=""window.status=''return true"">Kecamatan Sesayap Hilir Dalam Angka</a> (Badan Pusat Statistik Kabupaten Tana Tidung)",1570679035,  10/10/19  ,  Check  ,  Uncheck  ,  Uncheck  ,  Uncheck  ,  Uncheck  
68,"<a style=""TEXT-DECORATION:NONE"" href=""perpustakaan.cgi?lihatissn&ampwagi004&amp1148516627&amp1036008011&amp2019&amp3&amp1570678548&amp&amp&amp1570897107"" onmouseover=""window.status=''return true"">Kecamatan Betayau Dalam Angka</a> (Badan Pusat Statistik Kabupaten Tana Tidung)",1570678548,  10/10/19  ,  Check  ,  Uncheck  ,  Uncheck  ,  Uncheck  ,  Uncheck  
69,"<a style=""TEXT-DECORATION:NONE"" href=""perpustakaan.cgi?lihatissn&ampwagi004&amp1148516627&amp1036008011&amp2019&amp3&amp1570678112&amp&amp&amp1570897107"" onmouseover=""window.status=''return true"">Kecamatan Muruk Rian Dalam Angka</a> (Badan Pusat Statistik Kabupaten Tana Tidung)",1570678112,  10/10/19  ,  Check  ,  Uncheck  ,  Uncheck  ,  Uncheck  ,  Uncheck  
70,"<a style=""TEXT-DECORATION:NONE"" href=""perpustakaan.cgi?lihatissn&ampwagi004&amp1148516627&amp1036008011&amp2019&amp3&amp1570677635&amp&amp&amp1570897107"" onmouseover=""window.status=''return true"">Produk Domestik Regional Bruto Kabupaten Tana Tidung Menurut Pengeluaran</a> (Badan Pusat Statistik Kabupaten Tana Tidung)",1570677635,  10/10/19  ,  Check  ,  Uncheck  ,  Uncheck  ,  Uncheck  ,  Uncheck  
71,"<a style=""TEXT-DECORATION:NONE"" href=""perpustakaan.cgi?lihatissn&ampwagi004&amp1148516627&amp1036008011&amp2019&amp3&amp1570673915&amp&amp&amp1570897107"" onmouseover=""window.status=''return true"">Jurnal Senopati (Sustainability  Ergonomics  Optimization  and Application of Industrial Engineering)</a> (Institut Teknologi Adhi Tama Surabaya)",1570673915,  10/10/19  ,  Uncheck  ,  Uncheck  ,  Uncheck  ,  Uncheck  ,  Uncheck  
72,"<a style=""TEXT-DECORATION:NONE"" href=""perpustakaan.cgi?lihatissn&ampwagi004&amp1148516627&amp1036008011&amp2019&amp3&amp1570672270&amp&amp&amp1570897107"" onmouseover=""window.status=''return true"">Produk Domestik Regional Bruto Kabupaten Tana Tidung Menurut Lapangan Usaha</a> (Badan Pusat Statistik Kabupaten Tana Tidung)",1570672270,  10/10/19  ,  Check  ,  Uncheck  ,  Uncheck  ,  Uncheck  ,  Uncheck  
73,"<a style=""TEXT-DECORATION:NONE"" href=""perpustakaan.cgi?lihatissn&ampwagi004&amp1148516627&amp1036008011&amp2019&amp3&amp1570669590&amp&amp&amp1570897107"" onmouseover=""window.status=''return true"">ICONSS Proceeding Series</a> (Universitas Cokroaminoto Palopo  Fakultas Keguruan dan Ilmu Pendidikan)",1570669590,  10/10/19  ,  Check  ,  Uncheck  ,  Uncheck  ,  Uncheck  ,  Uncheck  
74,"<a style=""TEXT-DECORATION:NONE"" href=""perpustakaan.cgi?lihatissn&ampwagi004&amp1148516627&amp1036008011&amp2019&amp3&amp1570669168&amp&amp&amp1570897107"" onmouseover=""window.status=''return true"">Panyonara: Journal of English Education</a> (Prodi Tadris Bahasa Inggris  Fakultas Tarbiyah  Institut Agama Islam Negeri Madura )",1570669168,  10/10/19  ,  Check  ,  Uncheck  ,  Uncheck  ,  Uncheck  ,  Uncheck  
75,"<a style=""TEXT-DECORATION:NONE"" href=""perpustakaan.cgi?lihatissn&ampwagi004&amp1148516627&amp1036008011&amp2019&amp3&amp1570668178&amp&amp&amp1570897107"" onmouseover=""window.status=''return true"">Analisis Isu Terkini Perspektif Ekonomi Makro dan Sosial Provinsi Aceh</a> (BPS Provinsi Aceh)",1570668178,  10/10/19  ,  Uncheck  ,  Uncheck  ,  Uncheck  ,  Uncheck  ,  Uncheck  
76,"<a style=""TEXT-DECORATION:NONE"" href=""perpustakaan.cgi?lihatissn&ampwagi004&amp1148516627&amp1036008011&amp2019&amp4&amp1570664275&amp&amp&amp1570897110"" onmouseover=""window.status=''return true"">Journal Studi Of Law Enforcement Based Reserarch</a> (Sekolah Tinggi Ilmu Hukum Muhammad Thaha Tual)",1570664275,  10/10/19  ,  Check  ,  Uncheck  ,  Uncheck  ,  Uncheck  ,  Uncheck  
77,"<a style=""TEXT-DECORATION:NONE"" href=""perpustakaan.cgi?lihatissn&ampwagi004&amp1148516627&amp1036008011&amp2019&amp4&amp1570662694&amp&amp&amp1570897110"" onmouseover=""window.status=''return true"">International Journal of Islamic Economics and Civilization</a> (Lembaga Penelitian dan Pemberdayaan Masyarakat Institut Agama Islam Tazkia)",1570662694,  10/10/19  ,  Uncheck  ,  Uncheck  ,  Uncheck  ,  Uncheck  ,  Uncheck  
78,"<a style=""TEXT-DECORATION:NONE"" href=""perpustakaan.cgi?lihatissn&ampwagi004&amp1148516627&amp1036008011&amp2019&amp4&amp1570662100&amp&amp&amp1570897110"" onmouseover=""window.status=''return true""> Budimas (Jurnal Pengabdian Masyarakat)</a> (LPPM STIE AAS Surakarta)",1570662100,  10/10/19  ,  Check  ,  Uncheck  ,  Uncheck  ,  Uncheck  ,  Uncheck  
79,"<a style=""TEXT-DECORATION:NONE"" href=""perpustakaan.cgi?lihatissn&ampwagi004&amp1148516627&amp1036008011&amp2019&amp4&amp1570633676&amp&amp&amp1570897110"" onmouseover=""window.status=''return true"">JESKaPe (Jurnal Ekonomi Syariah  Akuntansi dan Perbankan)</a> (Fakultas Ekonomi dan Bisnis Islam  IAIN Lhokseumawe)",1570633676,  09/10/19  ,  Uncheck  ,  Uncheck  ,  Uncheck  ,  Uncheck  ,  Uncheck  
80,"<a style=""TEXT-DECORATION:NONE"" href=""perpustakaan.cgi?lihatissn&ampwagi004&amp1148516627&amp1036008011&amp2019&amp4&amp1570632300&amp&amp&amp1570897110"" onmouseover=""window.status=''return true"">Prosiding Seminar Nasional Kewirausahaan (Hasil Penelitian dan Pengabdian Kepada Masyarakat)</a> (Universitas Muhammadiyah Sumatera Utara)",1570632300,  09/10/19  ,  Uncheck  ,  Uncheck  ,  Uncheck  ,  Uncheck  ,  Uncheck  
81,"<a style=""TEXT-DECORATION:NONE"" href=""perpustakaan.cgi?lihatissn&ampwagi004&amp1148516627&amp1036008011&amp2019&amp4&amp1570631260&amp&amp&amp1570897110"" onmouseover=""window.status=''return true"">Produk Domestik Regional Bruto Kabupaten Tana Tidung Menurut Lapangan Usaha 2014-2018</a> (Badan Pusat Statistik)",1570631260,  09/10/19  ,  Uncheck  ,  Uncheck  ,  Uncheck  ,  Uncheck  ,  Uncheck  
82,"<a style=""TEXT-DECORATION:NONE"" href=""perpustakaan.cgi?lihatissn&ampwagi004&amp1148516627&amp1036008011&amp2019&amp4&amp1570627412&amp&amp&amp1570897110"" onmouseover=""window.status=''return true"">CTRS-PTIK MAG</a> (Center of Terorism and Radicalism Studies - Police Science College)",1570627412,  09/10/19  ,  Check  ,  Uncheck  ,  Uncheck  ,  Uncheck  ,  Uncheck  
83,"<a style=""TEXT-DECORATION:NONE"" href=""perpustakaan.cgi?lihatissn&ampwagi004&amp1148516627&amp1036008011&amp2019&amp4&amp1570614739&amp&amp&amp1570897110"" onmouseover=""window.status=''return true"">DINAMIKA INFORMATIKA</a> (Fakultas Teknologi Informasi  Universitas Stikubank Semarang)",1570614739,  09/10/19  ,  Check  ,  Uncheck  ,  Uncheck  ,  Uncheck  ,  Uncheck  
84,"<a style=""TEXT-DECORATION:NONE"" href=""perpustakaan.cgi?lihatissn&ampwagi004&amp1148516627&amp1036008011&amp2019&amp4&amp1570614088&amp&amp&amp1570897110"" onmouseover=""window.status=''return true"">BRICommerce : Jurnal Ilmiah Ilmu Manajemen  Bisnis dan Keuangan</a> (Institut Teknologi dan Bisnis Bank Rakyat Indonesia)",1570614088,  09/10/19  ,  Check  ,  Uncheck  ,  Uncheck  ,  Uncheck  ,  Uncheck  
85,"<a style=""TEXT-DECORATION:NONE"" href=""perpustakaan.cgi?lihatissn&ampwagi004&amp1148516627&amp1036008011&amp2019&amp4&amp1570613145&amp&amp&amp1570897110"" onmouseover=""window.status=''return true"">BRICommerce : Jurnal Ilmiah Ilmu Manajemen  Bisnis dan Keuangan</a> (Institut Teknologi dan Bisnis Bank Rakyat Indonesia)",1570613145,  09/10/19  ,  Check  ,  Check  ,  Uncheck  ,  Uncheck  ,  Uncheck  
86,"<a style=""TEXT-DECORATION:NONE"" href=""perpustakaan.cgi?lihatissn&ampwagi004&amp1148516627&amp1036008011&amp2019&amp4&amp1570610665&amp&amp&amp1570897110"" onmouseover=""window.status=''return true"">Prosiding Seminar Nasional Ilmu Perpustakaan (SENASIP)</a> (Jurusan Sastra Indonesia  Fakultas Sastra  Universitas Negeri Malang )",1570610665,  09/10/19  ,  Uncheck  ,  Uncheck  ,  Uncheck  ,  Uncheck  ,  Uncheck  
87,"<a style=""TEXT-DECORATION:NONE"" href=""perpustakaan.cgi?lihatissn&ampwagi004&amp1148516627&amp1036008011&amp2019&amp4&amp1570608365&amp&amp&amp1570897110"" onmouseover=""window.status=''return true"">Produk Domestik Regional Bruto Kabupaten Tabalong Menurut Lapangan Usaha</a> (Badan Pusat Statistik Kabupaten Tabalong)",1570608365,  09/10/19  ,  Uncheck  ,  Uncheck  ,  Uncheck  ,  Uncheck  ,  Uncheck  
88,"<a style=""TEXT-DECORATION:NONE"" href=""perpustakaan.cgi?lihatissn&ampwagi004&amp1148516627&amp1036008011&amp2019&amp4&amp1570607991&amp&amp&amp1570897110"" onmouseover=""window.status=''return true"">Produk Domestik Regional Bruto Kabupaten Tabalong Menurut Lapangan Usaha </a> (Badan Pusat Statistik Kabupaten Tabalong)",1570607991,  09/10/19  ,  Uncheck  ,  Uncheck  ,  Uncheck  ,  Uncheck  ,  Uncheck  
89,"<a style=""TEXT-DECORATION:NONE"" href=""perpustakaan.cgi?lihatissn&ampwagi004&amp1148516627&amp1036008011&amp2019&amp4&amp1570607395&amp&amp&amp1570897110"" onmouseover=""window.status=''return true"">DIKDASTIKA: Jurnal Pendidikan Ke-SD-an</a> (IKIP PGRI Wates)",1570607395,  09/10/19  ,  Check  ,  Uncheck  ,  Uncheck  ,  Uncheck  ,  Uncheck  
90,"<a style=""TEXT-DECORATION:NONE"" href=""perpustakaan.cgi?lihatissn&ampwagi004&amp1148516627&amp1036008011&amp2019&amp4&amp1570604141&amp&amp&amp1570897110"" onmouseover=""window.status=''return true"">BRITech Jurnal Ilmiah Ilmu Komputer  Sains dan Teknologi Terapan</a> (Institut Teknologi dan Bisnis Bank Rakyat Indonesia)",1570604141,  09/10/19  ,  Check  ,  Uncheck  ,  Uncheck  ,  Uncheck  ,  Uncheck  
91,"<a style=""TEXT-DECORATION:NONE"" href=""perpustakaan.cgi?lihatissn&ampwagi004&amp1148516627&amp1036008011&amp2019&amp4&amp1570603629&amp&amp&amp1570897110"" onmouseover=""window.status=''return true"">Jurnal PPKn Penelitian dan Pemikiran Pendidikan Pancasila dan Kewarganegaraan</a> (Asosiasi Pendidik Pancasila &amp Kewarganegaraan Indonesia (AP3KnI) Jawa Tengah)",1570603629,  09/10/19  ,  Check  ,  Uncheck  ,  Uncheck  ,  Uncheck  ,  Uncheck  
92,"<a style=""TEXT-DECORATION:NONE"" href=""perpustakaan.cgi?lihatissn&ampwagi004&amp1148516627&amp1036008011&amp2019&amp4&amp1570602813&amp&amp&amp1570897110"" onmouseover=""window.status=''return true"">Green Medical Journal</a> (FAKULTAS KEDOKTERAN UMI MAKASSAR)",1570602813,  09/10/19  ,  Uncheck  ,  Uncheck  ,  Uncheck  ,  Uncheck  ,  Uncheck  
93,"<a style=""TEXT-DECORATION:NONE"" href=""perpustakaan.cgi?lihatissn&ampwagi004&amp1148516627&amp1036008011&amp2019&amp4&amp1570602311&amp&amp&amp1570897110"" onmouseover=""window.status=''return true"">JURNAL PENDIDIKAN</a> (UNIVERSITAS VETERAN BANGUN NUSANTARA SUKOHARJO)",1570602311,  09/10/19  ,  Check  ,  Uncheck  ,  Uncheck  ,  Uncheck  ,  Uncheck  
94,"<a style=""TEXT-DECORATION:NONE"" href=""perpustakaan.cgi?lihatissn&ampwagi004&amp1148516627&amp1036008011&amp2019&amp4&amp1570601494&amp&amp&amp1570897110"" onmouseover=""window.status=''return true"">Statistik KOnstruksi Sulawesi Tenggara</a> (Badan Pusat Statistik Provinsi Sulawesi Tenggara)",1570601494,  09/10/19  ,  Uncheck  ,  Uncheck  ,  Uncheck  ,  Uncheck  ,  Uncheck  
95,"<a style=""TEXT-DECORATION:NONE"" href=""perpustakaan.cgi?lihatissn&ampwagi004&amp1148516627&amp1036008011&amp2019&amp4&amp1570601419&amp&amp&amp1570897110"" onmouseover=""window.status=''return true"">Jurnal Ilmiah Az-Ziqri</a> (Insitut Agama Islam Agus Salim Metro Lampung)",1570601419,  09/10/19  ,  Check  ,  Uncheck  ,  Uncheck  ,  Uncheck  ,  Uncheck  
96,"<a style=""TEXT-DECORATION:NONE"" href=""perpustakaan.cgi?lihatissn&ampwagi004&amp1148516627&amp1036008011&amp2019&amp4&amp1570597467&amp&amp&amp1570897110"" onmouseover=""window.status=''return true"">Jurnal Sosial Humaniora (JSH)</a> (LPPM Universitas Jabal Ghafur Sigli)",1570597467,  09/10/19  ,  Check  ,  Uncheck  ,  Uncheck  ,  Uncheck  ,  Uncheck  
97,"<a style=""TEXT-DECORATION:NONE"" href=""perpustakaan.cgi?lihatissn&ampwagi004&amp1148516627&amp1036008011&amp2019&amp4&amp1570596913&amp&amp&amp1570897110"" onmouseover=""window.status=''return true"">DISASTRI : Jurnal Pendidikan Bahasa dan Sastra Indonesia </a> (Prodi Pendidikan Bahasa dan Sastra Indonesia)",1570596913,  09/10/19  ,  Check  ,  Uncheck  ,  Uncheck  ,  Uncheck  ,  Uncheck  
98,"<a style=""TEXT-DECORATION:NONE"" href=""perpustakaan.cgi?lihatissn&ampwagi004&amp1148516627&amp1036008011&amp2019&amp4&amp1570596388&amp&amp&amp1570897110"" onmouseover=""window.status=''return true"">Jurnal Idaaratul 'Ulum</a> (Sekolah Tinggi Ilmu Tarbiyah (STIT) Misbahul Ulum Gumawang)",1570596388,  09/10/19  ,  Check  ,  Uncheck  ,  Uncheck  ,  Uncheck  ,  Uncheck  
99,"<a style=""TEXT-DECORATION:NONE"" href=""perpustakaan.cgi?lihatissn&ampwagi004&amp1148516627&amp1036008011&amp2019&amp4&amp1570595590&amp&amp&amp1570897110"" onmouseover=""window.status=''return true"">Scripta English Department Journal</a> (Prodi Pendidikan Bahasa Inggris Universitas Muhammadiyah Purworejo)",1570595590,  09/10/19  ,  Uncheck  ,  Uncheck  ,  Uncheck  ,  Uncheck  ,  Uncheck  
100,"<a style=""TEXT-DECORATION:NONE"" href=""perpustakaan.cgi?lihatissn&ampwagi004&amp1148516627&amp1036008011&amp2019&amp4&amp1570595370&amp&amp&amp1570897110"" onmouseover=""window.status=''return true"">JURNAL MAKSIBISNIS</a> (Universitas Quality Berastagi)",1570595370,  09/10/19  ,  Uncheck  ,  Uncheck  ,  Uncheck  ,  Uncheck  ,  Uncheck  
101,"<a style=""TEXT-DECORATION:NONE"" href=""perpustakaan.cgi?lihatissn&ampwagi004&amp1148516627&amp1036008011&amp2019&amp5&amp1570594186&amp&amp&amp1570897112"" onmouseover=""window.status=''return true"">Jurnal Misbahul Ulum</a> (Sekolah Tinggi Ilmu Tarbiyah (STIT) Misbahul Ulum Gumawang)",1570594186,  09/10/19  ,  Check  ,  Uncheck  ,  Uncheck  ,  Uncheck  ,  Uncheck  
102,"<a style=""TEXT-DECORATION:NONE"" href=""perpustakaan.cgi?lihatissn&ampwagi004&amp1148516627&amp1036008011&amp2019&amp5&amp1570594144&amp&amp&amp1570897112"" onmouseover=""window.status=''return true"">MATHunesa</a> (Jurusan Matematika FMIPA Unesa)",1570594144,  09/10/19  ,  Check  ,  Uncheck  ,  Uncheck  ,  Uncheck  ,  Uncheck  
103,"<a style=""TEXT-DECORATION:NONE"" href=""perpustakaan.cgi?lihatissn&ampwagi004&amp1148516627&amp1036008011&amp2019&amp5&amp1570591029&amp&amp&amp1570897112"" onmouseover=""window.status=''return true"">Alauddin Law Development Journal (ALDEV)</a> (Fakultas Syariah dan Hukum  Universitas Islam Negeri Alauddin Makassar)",1570591029,  09/10/19  ,  Check  ,  Uncheck  ,  Uncheck  ,  Uncheck  ,  Uncheck  
104,"<a style=""TEXT-DECORATION:NONE"" href=""perpustakaan.cgi?lihatissn&ampwagi004&amp1148516627&amp1036008011&amp2019&amp5&amp1570590639&amp&amp&amp1570897112"" onmouseover=""window.status=''return true"">JURNAL KOMUNITAS BAHASA</a> (PBSI FKIP UNA)",1570590639,  09/10/19  ,  Check  ,  Uncheck  ,  Uncheck  ,  Uncheck  ,  Uncheck  
105,"<a style=""TEXT-DECORATION:NONE"" href=""perpustakaan.cgi?lihatissn&ampwagi004&amp1148516627&amp1036008011&amp2019&amp5&amp1570590289&amp&amp&amp1570897112"" onmouseover=""window.status=''return true"">(Double) Siganus : Journal of Fisheries and Marine Science</a> (Fakultas Peternakan dan Perikanan  Universitas Sulawesi Barat )",1570590289,  09/10/19  ,  Check  ,  Uncheck  ,  Uncheck  ,  Uncheck  ,  Uncheck  
106,"<a style=""TEXT-DECORATION:NONE"" href=""perpustakaan.cgi?lihatissn&ampwagi004&amp1148516627&amp1036008011&amp2019&amp5&amp1570590152&amp&amp&amp1570897112"" onmouseover=""window.status=''return true"">ELECTRICES</a> (Jurusan Teknik Elektro)",1570590152,  09/10/19  ,  Check  ,  Uncheck  ,  Uncheck  ,  Uncheck  ,  Uncheck  
107,"<a style=""TEXT-DECORATION:NONE"" href=""perpustakaan.cgi?lihatissn&ampwagi004&amp1148516627&amp1036008011&amp2019&amp5&amp1570589071&amp&amp&amp1570897112"" onmouseover=""window.status=''return true"">Prosiding Seminar Nasional Humaniora dan Saintek II</a> (LPPM Universitas Borneo Tarakan)",1570589071,  09/10/19  ,  Check  ,  Uncheck  ,  Uncheck  ,  Uncheck  ,  Uncheck  
108,"<a style=""TEXT-DECORATION:NONE"" href=""perpustakaan.cgi?lihatissn&ampwagi004&amp1148516627&amp1036008011&amp2019&amp5&amp1570588560&amp&amp&amp1570897112"" onmouseover=""window.status=''return true"">Kabupaten Tebo Dalam Angka</a> (BPS Kabupaten Tebo)",1570588560,  09/10/19  ,  Check  ,  Uncheck  ,  Uncheck  ,  Uncheck  ,  Uncheck  
109,"<a style=""TEXT-DECORATION:NONE"" href=""perpustakaan.cgi?lihatissn&ampwagi004&amp1148516627&amp1036008011&amp2019&amp5&amp1570588275&amp&amp&amp1570897112"" onmouseover=""window.status=''return true"">At-Tauzi' : Journal Ekonomi Islam</a> (STEI HAMFARA)",1570588275,  09/10/19  ,  Uncheck  ,  Uncheck  ,  Uncheck  ,  Uncheck  ,  Uncheck  
110,"<a style=""TEXT-DECORATION:NONE"" href=""perpustakaan.cgi?lihatissn&ampwagi004&amp1148516627&amp1036008011&amp2019&amp5&amp1570586111&amp&amp&amp1570897112"" onmouseover=""window.status=''return true"">Prosiding Semnaskom Unram</a> (Program Studi Ilmu Komunikasi Universitas Mataram)",1570586111,  09/10/19  ,  Check  ,  Uncheck  ,  Uncheck  ,  Uncheck  ,  Uncheck  
111,"<a style=""TEXT-DECORATION:NONE"" href=""perpustakaan.cgi?lihatissn&ampwagi004&amp1148516627&amp1036008011&amp2019&amp5&amp1570550274&amp&amp&amp1570897112"" onmouseover=""window.status=''return true"">Journal of Taxation Analysis and Review</a> (Lembaga Penelitian dan Pengabdian Masyarakat – STIE Sutaatmadja)",1570550274,  08/10/19  ,  Uncheck  ,  Uncheck  ,  Uncheck  ,  Uncheck  ,  Uncheck  
112,"<a style=""TEXT-DECORATION:NONE"" href=""perpustakaan.cgi?lihatissn&ampwagi004&amp1148516627&amp1036008011&amp2019&amp5&amp1570549372&amp&amp&amp1570897112"" onmouseover=""window.status=''return true"">Journal of Taxation Analysis and Review</a> (Lembaga Penelitian dan Pengabdian Masyarakat – STIE Sutaatmadja)",1570549372,  08/10/19  ,  Uncheck  ,  Uncheck  ,  Uncheck  ,  Uncheck  ,  Uncheck  
113,"<a style=""TEXT-DECORATION:NONE"" href=""perpustakaan.cgi?lihatissn&ampwagi004&amp1148516627&amp1036008011&amp2019&amp5&amp1570547474&amp&amp&amp1570897112"" onmouseover=""window.status=''return true"">Dimensia (Diskursus Ilmu Manajemen Stiesa)</a> (Lembaga Penelitian dan Pengabdian Masyarakat – STIE Sutaatmadja)",1570547474,  08/10/19  ,  Check  ,  Uncheck  ,  Uncheck  ,  Uncheck  ,  Uncheck  
114,"<a style=""TEXT-DECORATION:NONE"" href=""perpustakaan.cgi?lihatissn&ampwagi004&amp1148516627&amp1036008011&amp2019&amp5&amp1570544262&amp&amp&amp1570897112"" onmouseover=""window.status=''return true"">Nusantara Journal of Economics</a> (Universitas Teknologi Sumbawa)",1570544262,  08/10/19  ,  Check  ,  Uncheck  ,  Uncheck  ,  Uncheck  ,  Uncheck  
